account_id,bank_id,account_type,account_age_days,account_status,previous_alert_count,state_code,source_type,source_system
ACC_003281,BANK05,Savings,1592,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003282,BANK05,Savings,658,Active,0,BR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003283,BANK05,Savings,1566,Active,0,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003284,BANK07,Savings,571,Active,1,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003285,BANK12,Savings,746,Active,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003286,BANK05,Savings,1929,Active,3,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003287,BANK05,Savings,726,Active,0,GA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003288,BANK01,Savings,1607,Active,0,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003289,BANK04,Savings,2181,Dormant,1,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003290,BANK07,Current,1766,Active,0,HR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003291,BANK11,Savings,1689,Active,1,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003292,BANK07,Savings,1737,Active,0,GA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003293,BANK12,Current,2275,Active,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003294,BANK10,Savings,857,Active,0,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003295,BANK02,Savings,2275,Active,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003296,BANK06,Savings,2303,Active,0,GA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003297,BANK04,Savings,2044,Active,0,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003298,BANK07,Savings,2327,Active,1,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003299,BANK01,Savings,2178,Active,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003300,BANK10,Savings,1362,Dormant,1,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003301,BANK11,Savings,1235,Active,2,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003302,BANK04,Savings,323,Active,1,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003303,BANK10,Current,197,Active,0,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003304,BANK04,Savings,553,Active,1,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003305,BANK05,Current,2101,Active,0,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003306,BANK08,Savings,674,Active,1,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003307,BANK01,Current,264,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003308,BANK11,Savings,1155,Active,1,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003309,BANK07,Current,1476,Active,0,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003310,BANK05,Savings,1698,Active,1,OD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003311,BANK06,Savings,2221,Active,1,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003312,BANK06,Savings,1425,Active,1,MZ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003313,BANK01,Savings,1190,Active,1,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003314,BANK12,Savings,47,Active,2,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003315,BANK09,Savings,417,Active,1,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003316,BANK11,Savings,2344,Active,3,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003317,BANK03,Savings,1285,Active,0,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003318,BANK04,Current,930,Dormant,0,TR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003319,BANK08,Savings,1303,Active,0,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003320,BANK11,Current,1284,Dormant,3,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003321,BANK12,Savings,610,Active,1,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003322,BANK09,Savings,1037,Active,1,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003323,BANK10,Savings,995,Active,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003324,BANK08,Savings,612,Active,2,PY,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003325,BANK11,Current,1210,Active,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003326,BANK02,Savings,1125,Active,0,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003327,BANK07,Current,1783,Active,1,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003328,BANK12,Savings,662,Active,0,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003329,BANK10,Savings,2292,Active,1,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003330,BANK05,Savings,30,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003331,BANK09,Savings,677,Active,1,HR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003332,BANK02,Current,369,Active,1,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003333,BANK07,Savings,570,Active,0,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003334,BANK07,Savings,113,Active,1,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003335,BANK04,Savings,1376,Active,1,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003336,BANK04,Savings,1113,Active,0,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003337,BANK10,Savings,2268,Active,1,HR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003338,BANK09,Savings,235,Active,0,WB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003339,BANK03,Savings,1852,Active,1,ML,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003340,BANK07,Savings,1339,Active,0,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003341,BANK03,Savings,1674,Active,1,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003342,BANK11,Current,1766,Active,1,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003343,BANK05,Savings,1989,Active,1,WB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003344,BANK08,Savings,2063,Active,1,HR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003345,BANK06,Current,1503,Active,0,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003346,BANK04,Savings,1041,Active,0,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003347,BANK04,Savings,2023,Active,1,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003348,BANK11,Savings,1048,Active,2,OD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003349,BANK03,Savings,1298,Active,0,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003350,BANK12,Savings,1258,Active,0,MZ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003351,BANK12,Savings,1739,Active,0,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003352,BANK10,Savings,369,Dormant,0,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003353,BANK08,Savings,2266,Active,2,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003354,BANK04,Savings,1804,Active,0,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003355,BANK06,Savings,740,Active,1,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003356,BANK04,Savings,142,Active,0,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003357,BANK11,Savings,313,Active,0,MP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003358,BANK09,Current,98,Active,0,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003359,BANK04,Current,2242,Active,1,WB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003360,BANK05,Savings,79,Dormant,0,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003361,BANK07,Savings,1084,Active,0,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003362,BANK10,Savings,343,Active,0,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003363,BANK08,Savings,1488,Active,1,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003364,BANK08,Savings,2217,Active,1,TR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003365,BANK02,Savings,794,Active,2,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003366,BANK03,Current,1294,Active,0,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003367,BANK01,Savings,1597,Active,0,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003368,BANK09,Current,382,Dormant,0,OD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003369,BANK09,Current,588,Active,0,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003370,BANK06,Savings,1881,Dormant,0,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003371,BANK11,Savings,717,Active,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003372,BANK12,Savings,2293,Active,0,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003373,BANK10,Savings,2269,Active,0,HR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003374,BANK06,Savings,428,Active,1,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003375,BANK06,Savings,800,Active,0,MZ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003376,BANK08,Savings,1164,Active,1,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003377,BANK12,Savings,26,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003378,BANK09,Savings,708,Active,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003379,BANK02,Current,1197,Active,1,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003380,BANK07,Savings,583,Active,0,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003381,BANK05,Current,2302,Active,0,OD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003382,BANK04,Current,1903,Active,1,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003383,BANK06,Savings,1379,Active,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003384,BANK09,Savings,955,Active,1,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003385,BANK05,Savings,701,Active,0,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003386,BANK09,Savings,1328,Active,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003387,BANK03,Savings,2128,Active,0,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003388,BANK08,Savings,2123,Active,0,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003389,BANK08,Savings,1821,Active,2,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003390,BANK09,Savings,1203,Active,0,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003391,BANK05,Savings,2324,Active,0,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003392,BANK04,Savings,1207,Active,1,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003393,BANK12,Savings,465,Active,1,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003394,BANK11,Savings,1460,Active,0,OD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003395,BANK11,Savings,389,Frozen,1,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003396,BANK05,Savings,712,Active,0,TR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003397,BANK02,Savings,2233,Active,0,CH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003398,BANK01,Savings,604,Active,1,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003399,BANK03,Savings,1013,Frozen,1,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003400,BANK10,Savings,1342,Active,0,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003401,BANK07,Savings,1335,Active,0,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003402,BANK08,Savings,911,Active,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003403,BANK09,Savings,643,Active,1,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003404,BANK05,Savings,1822,Active,0,BR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003405,BANK02,Savings,2116,Active,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003406,BANK02,Savings,1409,Active,1,CH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003407,BANK06,Current,545,Active,0,ML,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003408,BANK03,Current,1642,Active,1,MP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003409,BANK11,Savings,1780,Dormant,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003410,BANK08,Savings,193,Active,1,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003411,BANK09,Savings,2328,Active,0,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003412,BANK07,Savings,1529,Active,1,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003413,BANK03,Current,1935,Active,0,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003414,BANK01,Current,1863,Active,1,PY,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003415,BANK01,Savings,280,Active,1,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003416,BANK06,Savings,2240,Active,0,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003417,BANK01,Savings,418,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003418,BANK05,Savings,883,Dormant,0,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003419,BANK11,Current,112,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003420,BANK07,Savings,742,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003421,BANK05,Current,500,Active,2,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003422,BANK07,Current,1932,Active,1,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003423,BANK06,Savings,1705,Active,0,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003424,BANK11,Savings,402,Active,1,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003425,BANK01,Current,1162,Active,0,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003426,BANK03,Savings,1154,Active,1,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003427,BANK05,Savings,2166,Active,0,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003428,BANK10,Savings,333,Active,2,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003429,BANK04,Savings,2397,Active,1,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003430,BANK01,Savings,915,Active,0,GA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003431,BANK06,Current,1745,Active,1,HR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003432,BANK11,Savings,1361,Active,0,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003433,BANK11,Savings,1175,Active,0,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003434,BANK04,Savings,1996,Dormant,2,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003435,BANK01,Savings,659,Active,4,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003436,BANK07,Savings,1004,Active,4,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003437,BANK08,Savings,1581,Active,1,BR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003438,BANK05,Savings,76,Active,2,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003439,BANK09,Current,656,Active,0,ML,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003440,BANK05,Savings,2356,Active,0,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003441,BANK01,Current,1952,Active,1,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003442,BANK12,Savings,696,Active,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003443,BANK12,Savings,1296,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003444,BANK06,Current,1541,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003445,BANK04,Savings,468,Active,1,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003446,BANK05,Savings,645,Active,1,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003447,BANK01,Savings,831,Active,0,BR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003448,BANK01,Current,1605,Active,0,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003449,BANK01,Current,1771,Active,0,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003450,BANK01,Savings,1541,Active,0,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003451,BANK04,Savings,966,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003452,BANK02,Savings,581,Active,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003453,BANK11,Savings,459,Active,0,GA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003454,BANK02,Savings,2356,Active,2,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003455,BANK12,Savings,1790,Active,0,BR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003456,BANK03,Savings,2232,Active,0,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003457,BANK11,Savings,727,Active,0,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003458,BANK02,Savings,1460,Active,0,MZ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003459,BANK07,Savings,1037,Active,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003460,BANK12,Savings,323,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003461,BANK04,Savings,952,Dormant,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003462,BANK01,Savings,432,Active,1,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003463,BANK07,Current,687,Active,1,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003464,BANK06,Savings,30,Dormant,1,ML,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003465,BANK08,Current,1084,Active,2,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003466,BANK08,Savings,1138,Active,0,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003467,BANK10,Current,48,Active,0,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003468,BANK12,Savings,139,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003469,BANK07,Current,131,Active,0,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003470,BANK12,Savings,1366,Active,0,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003471,BANK01,Savings,23,Active,1,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003472,BANK05,Savings,2269,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003473,BANK06,Savings,1192,Active,0,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_003474,BANK05,Savings,2253,Active,1,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
