transaction_id,timestamp,source_account,destination_account,amount,channel,transaction_direction,case_id,source_type
TXN_0012285,2025-02-18 01:55:28,ACC_000668,ACC_014576,500,CARD,DEBIT,CASE_001308,SYNTHETIC_PROTOTYPE
TXN_0012286,2025-02-17 13:28:37,VICTIM_CASE_001309,ACC_005295,25750,UPI,CREDIT,CASE_001309,SYNTHETIC_PROTOTYPE
TXN_0012287,2025-02-17 13:40:37,ACC_005295,ACC_001162,7469,UPI,DEBIT,CASE_001309,SYNTHETIC_PROTOTYPE
TXN_0012288,2025-02-17 14:28:37,ACC_001162,ACC_013780,3572,NEFT,DEBIT,CASE_001309,SYNTHETIC_PROTOTYPE
TXN_0012289,2025-02-17 14:53:37,ACC_013780,ACC_001162,3893,UPI,DEBIT,CASE_001309,SYNTHETIC_PROTOTYPE
TXN_0012290,2025-02-17 16:01:37,ACC_001162,ACC_010881,3070,WALLET,DEBIT,CASE_001309,SYNTHETIC_PROTOTYPE
TXN_0012291,2025-02-17 16:29:37,ACC_010881,ACC_001162,2223,CARD,DEBIT,CASE_001309,SYNTHETIC_PROTOTYPE
TXN_0012292,2025-02-17 17:40:37,ACC_001162,ACC_001029,786,RTGS,DEBIT,CASE_001309,SYNTHETIC_PROTOTYPE
TXN_0012293,2025-02-17 18:25:37,ACC_001029,ACC_001162,653,NEFT,DEBIT,CASE_001309,SYNTHETIC_PROTOTYPE
TXN_0012294,2025-02-17 14:04:22,VICTIM_CASE_001310,ACC_009383,60559,UPI,CREDIT,CASE_001310,SYNTHETIC_PROTOTYPE
TXN_0012295,2025-02-17 15:28:22,ACC_009383,ACC_007734,21432,WALLET,DEBIT,CASE_001310,SYNTHETIC_PROTOTYPE
TXN_0012296,2025-02-17 16:46:22,ACC_007734,ACC_007759,11242,UPI,DEBIT,CASE_001310,SYNTHETIC_PROTOTYPE
TXN_0012297,2025-02-17 17:26:22,ACC_007759,ACC_000272,7629,UPI,DEBIT,CASE_001310,SYNTHETIC_PROTOTYPE
TXN_0012298,2025-02-17 18:49:22,ACC_000272,ACC_007734,8386,IMPS,DEBIT,CASE_001310,SYNTHETIC_PROTOTYPE
TXN_0012299,2025-02-17 19:09:22,ACC_007734,ACC_009121,2908,RTGS,DEBIT,CASE_001310,SYNTHETIC_PROTOTYPE
TXN_0012300,2025-02-17 20:23:22,ACC_009121,ACC_007759,2549,NEFT,DEBIT,CASE_001310,SYNTHETIC_PROTOTYPE
TXN_0012301,2025-02-17 20:34:22,ACC_007759,ACC_002446,992,WALLET,DEBIT,CASE_001310,SYNTHETIC_PROTOTYPE
TXN_0012302,2025-02-17 14:37:58,VICTIM_CASE_001311,ACC_008879,49341,UPI,CREDIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012303,2025-02-17 15:36:58,ACC_008879,ACC_003601,3818,IMPS,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012304,2025-02-17 16:13:58,ACC_003601,ACC_012328,7605,WALLET,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012305,2025-02-17 17:01:58,ACC_012328,ACC_003601,3570,RTGS,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012306,2025-02-17 17:53:58,ACC_003601,ACC_018573,8830,RTGS,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012307,2025-02-17 18:20:58,ACC_018573,ACC_003601,7491,IMPS,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012308,2025-02-17 19:21:58,ACC_003601,ACC_010054,2858,CARD,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012309,2025-02-17 20:47:58,ACC_010054,ACC_003601,2948,RTGS,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012310,2025-02-17 20:58:58,ACC_003601,ACC_005537,3613,WALLET,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012311,2025-02-17 22:25:58,ACC_005537,ACC_003601,2403,WALLET,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012312,2025-02-17 23:28:58,ACC_003601,ACC_004050,539,UPI,DEBIT,CASE_001311,SYNTHETIC_PROTOTYPE
TXN_0012313,2025-02-17 15:30:37,VICTIM_CASE_001312,ACC_000644,34892,CARD,CREDIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012314,2025-02-17 16:52:37,ACC_000644,ACC_014741,8798,WALLET,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012315,2025-02-17 17:30:37,ACC_014741,ACC_001804,5745,CARD,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012316,2025-02-17 18:20:37,ACC_001804,ACC_014741,1964,CARD,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012317,2025-02-17 18:24:37,ACC_014741,ACC_009820,6167,IMPS,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012318,2025-02-17 18:56:37,ACC_009820,ACC_014741,2560,IMPS,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012319,2025-02-17 19:11:37,ACC_014741,ACC_010560,2923,NEFT,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012320,2025-02-17 19:29:37,ACC_010560,ACC_014741,1069,NEFT,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012321,2025-02-17 20:16:37,ACC_014741,ACC_007334,500,UPI,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012322,2025-02-17 20:28:37,ACC_007334,ACC_014741,1966,NEFT,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012323,2025-02-17 21:28:37,ACC_014741,ACC_006419,500,RTGS,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012324,2025-02-17 22:59:37,ACC_006419,ACC_014741,1127,CARD,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012325,2025-02-17 23:27:37,ACC_014741,ACC_007845,698,CARD,DEBIT,CASE_001312,SYNTHETIC_PROTOTYPE
TXN_0012326,2025-02-17 15:41:18,VICTIM_CASE_001313,ACC_000589,42827,CARD,CREDIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012327,2025-02-17 16:27:18,ACC_000589,ACC_018594,2846,CARD,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012328,2025-02-17 16:32:18,ACC_018594,ACC_000271,2456,NEFT,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012329,2025-02-17 17:49:18,ACC_000271,ACC_018594,5113,UPI,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012330,2025-02-17 17:51:18,ACC_018594,ACC_018805,13089,CARD,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012331,2025-02-17 19:12:18,ACC_018805,ACC_018594,888,WALLET,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012332,2025-02-17 19:59:18,ACC_018594,ACC_012783,946,NEFT,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012333,2025-02-17 20:25:18,ACC_012783,ACC_018594,1530,RTGS,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012334,2025-02-17 21:47:18,ACC_018594,ACC_008319,1258,UPI,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012335,2025-02-17 21:59:18,ACC_008319,ACC_018594,2554,CARD,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012336,2025-02-17 22:40:18,ACC_018594,ACC_000590,4068,WALLET,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012337,2025-02-18 00:00:18,ACC_000590,ACC_018594,922,WALLET,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012338,2025-02-18 00:19:18,ACC_018594,ACC_002977,1674,RTGS,DEBIT,CASE_001313,SYNTHETIC_PROTOTYPE
TXN_0012339,2025-02-17 16:46:29,VICTIM_CASE_001314,ACC_004906,51347,IMPS,CREDIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012340,2025-02-17 18:00:29,ACC_004906,ACC_002877,8836,NEFT,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012341,2025-02-17 19:01:29,ACC_002877,ACC_010147,2401,IMPS,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012342,2025-02-17 19:15:29,ACC_010147,ACC_002877,2769,CARD,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012343,2025-02-17 20:46:29,ACC_002877,ACC_000471,15198,NEFT,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012344,2025-02-17 20:55:29,ACC_000471,ACC_010147,7129,RTGS,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012345,2025-02-17 21:10:29,ACC_010147,ACC_014646,6594,RTGS,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012346,2025-02-17 21:41:29,ACC_014646,ACC_010147,1008,NEFT,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012347,2025-02-17 22:58:29,ACC_010147,ACC_014451,3015,WALLET,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012348,2025-02-17 23:16:29,ACC_014451,ACC_010147,1695,RTGS,DEBIT,CASE_001314,SYNTHETIC_PROTOTYPE
TXN_0012349,2025-02-17 16:58:15,VICTIM_CASE_001315,ACC_010945,34612,UPI,CREDIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012350,2025-02-17 17:44:15,ACC_010945,ACC_003403,3398,RTGS,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012351,2025-02-17 18:42:15,ACC_003403,ACC_014098,11164,NEFT,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012352,2025-02-17 19:37:15,ACC_014098,ACC_011187,7887,IMPS,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012353,2025-02-17 19:40:15,ACC_011187,ACC_003403,4693,CARD,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012354,2025-02-17 20:18:15,ACC_003403,ACC_001906,588,IMPS,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012355,2025-02-17 21:04:15,ACC_001906,ACC_011187,2792,WALLET,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012356,2025-02-17 21:19:15,ACC_011187,ACC_014098,1075,UPI,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012357,2025-02-17 22:11:15,ACC_014098,ACC_003403,1180,WALLET,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012358,2025-02-17 23:01:15,ACC_003403,ACC_011187,612,CARD,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012359,2025-02-17 23:58:15,ACC_011187,ACC_006038,524,UPI,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012360,2025-02-18 00:06:15,ACC_006038,ACC_014098,500,UPI,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012361,2025-02-18 00:22:15,ACC_014098,ACC_003403,500,UPI,DEBIT,CASE_001315,SYNTHETIC_PROTOTYPE
TXN_0012362,2025-02-17 17:09:39,VICTIM_CASE_001316,ACC_012091,59115,UPI,CREDIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012363,2025-02-17 17:39:39,ACC_012091,ACC_005721,3728,NEFT,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012364,2025-02-17 19:01:39,ACC_005721,ACC_003558,18550,RTGS,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012365,2025-02-17 20:24:39,ACC_003558,ACC_005721,13102,IMPS,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012366,2025-02-17 20:53:39,ACC_005721,ACC_010170,3278,RTGS,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012367,2025-02-17 20:59:39,ACC_010170,ACC_005721,3819,NEFT,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012368,2025-02-17 21:06:39,ACC_005721,ACC_001666,1158,CARD,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012369,2025-02-17 22:18:39,ACC_001666,ACC_005721,4752,UPI,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012370,2025-02-17 22:52:39,ACC_005721,ACC_019007,1605,WALLET,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012371,2025-02-17 23:02:39,ACC_019007,ACC_005721,2570,NEFT,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012372,2025-02-18 00:28:39,ACC_005721,ACC_003789,2535,NEFT,DEBIT,CASE_001316,SYNTHETIC_PROTOTYPE
TXN_0012373,2025-02-17 18:07:38,VICTIM_CASE_001317,ACC_015543,17914,CARD,CREDIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012374,2025-02-17 19:20:38,ACC_015543,ACC_017264,7083,CARD,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012375,2025-02-17 19:41:38,ACC_017264,ACC_002315,1883,NEFT,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012376,2025-02-17 21:03:38,ACC_002315,ACC_017264,1895,CARD,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012377,2025-02-17 22:20:38,ACC_017264,ACC_002073,639,WALLET,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012378,2025-02-17 22:43:38,ACC_002073,ACC_017264,1291,NEFT,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012379,2025-02-17 23:03:38,ACC_017264,ACC_009421,1309,UPI,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012380,2025-02-17 23:23:38,ACC_009421,ACC_017264,500,CARD,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012381,2025-02-18 00:35:38,ACC_017264,ACC_004662,1011,UPI,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012382,2025-02-18 01:06:38,ACC_004662,ACC_017264,908,UPI,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012383,2025-02-18 02:23:38,ACC_017264,ACC_001276,608,IMPS,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012384,2025-02-18 02:39:38,ACC_001276,ACC_017264,500,RTGS,DEBIT,CASE_001317,SYNTHETIC_PROTOTYPE
TXN_0012385,2025-02-17 18:29:00,VICTIM_CASE_001318,ACC_008920,47724,CARD,CREDIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012386,2025-02-17 19:08:00,ACC_008920,ACC_014941,8666,RTGS,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012387,2025-02-17 20:36:00,ACC_014941,ACC_000926,6566,CARD,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012388,2025-02-17 21:57:00,ACC_000926,ACC_014941,11577,NEFT,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012389,2025-02-17 23:28:00,ACC_014941,ACC_001544,9308,NEFT,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012390,2025-02-18 00:02:00,ACC_001544,ACC_014941,3165,WALLET,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012391,2025-02-18 00:11:00,ACC_014941,ACC_018241,3016,IMPS,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012392,2025-02-18 00:25:00,ACC_018241,ACC_014941,578,NEFT,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012393,2025-02-18 01:11:00,ACC_014941,ACC_018303,2063,RTGS,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012394,2025-02-18 01:24:00,ACC_018303,ACC_014941,583,NEFT,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012395,2025-02-18 01:42:00,ACC_014941,ACC_001968,675,NEFT,DEBIT,CASE_001318,SYNTHETIC_PROTOTYPE
TXN_0012396,2025-02-17 19:59:41,VICTIM_CASE_001319,ACC_016237,51673,IMPS,CREDIT,CASE_001319,SYNTHETIC_PROTOTYPE
TXN_0012397,2025-02-17 20:32:41,ACC_016237,ACC_006840,16454,NEFT,DEBIT,CASE_001319,SYNTHETIC_PROTOTYPE
TXN_0012398,2025-02-17 20:41:41,ACC_006840,ACC_009343,14343,NEFT,DEBIT,CASE_001319,SYNTHETIC_PROTOTYPE
TXN_0012399,2025-02-17 21:47:41,ACC_009343,ACC_006840,7916,RTGS,DEBIT,CASE_001319,SYNTHETIC_PROTOTYPE
TXN_0012400,2025-02-17 23:10:41,ACC_006840,ACC_015713,2659,RTGS,DEBIT,CASE_001319,SYNTHETIC_PROTOTYPE
TXN_0012401,2025-02-17 23:42:41,ACC_015713,ACC_006840,2727,UPI,DEBIT,CASE_001319,SYNTHETIC_PROTOTYPE
TXN_0012402,2025-02-18 00:46:41,ACC_006840,ACC_010864,1348,WALLET,DEBIT,CASE_001319,SYNTHETIC_PROTOTYPE
TXN_0012403,2025-02-18 01:16:41,ACC_010864,ACC_006840,731,IMPS,DEBIT,CASE_001319,SYNTHETIC_PROTOTYPE
TXN_0012404,2025-02-17 20:01:59,VICTIM_CASE_001320,ACC_004506,28633,IMPS,CREDIT,CASE_001320,SYNTHETIC_PROTOTYPE
TXN_0012405,2025-02-17 20:19:59,ACC_004506,ACC_016861,11300,RTGS,DEBIT,CASE_001320,SYNTHETIC_PROTOTYPE
TXN_0012406,2025-02-17 21:14:59,ACC_016861,ACC_002512,3774,WALLET,DEBIT,CASE_001320,SYNTHETIC_PROTOTYPE
TXN_0012407,2025-02-17 21:24:59,ACC_002512,ACC_006993,1663,WALLET,DEBIT,CASE_001320,SYNTHETIC_PROTOTYPE
TXN_0012408,2025-02-17 22:21:59,ACC_006993,ACC_016861,839,NEFT,DEBIT,CASE_001320,SYNTHETIC_PROTOTYPE
TXN_0012409,2025-02-17 23:04:59,ACC_016861,ACC_002512,2024,CARD,DEBIT,CASE_001320,SYNTHETIC_PROTOTYPE
TXN_0012410,2025-02-18 00:19:59,ACC_002512,ACC_015860,500,NEFT,DEBIT,CASE_001320,SYNTHETIC_PROTOTYPE
TXN_0012411,2025-02-17 20:44:49,VICTIM_CASE_001321,ACC_017190,45926,IMPS,CREDIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012412,2025-02-17 21:35:49,ACC_017190,ACC_017126,16011,UPI,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012413,2025-02-17 22:01:49,ACC_017126,ACC_019771,2296,WALLET,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012414,2025-02-17 23:08:49,ACC_019771,ACC_017126,2903,IMPS,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012415,2025-02-18 00:37:49,ACC_017126,ACC_002838,6076,WALLET,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012416,2025-02-18 01:13:49,ACC_002838,ACC_017126,2017,UPI,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012417,2025-02-18 01:38:49,ACC_017126,ACC_003858,3516,WALLET,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012418,2025-02-18 03:11:49,ACC_003858,ACC_017126,897,WALLET,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012419,2025-02-18 04:19:49,ACC_017126,ACC_011793,2455,RTGS,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012420,2025-02-18 04:27:49,ACC_011793,ACC_017126,3063,IMPS,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012421,2025-02-18 05:49:49,ACC_017126,ACC_000289,2819,IMPS,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012422,2025-02-18 07:20:49,ACC_000289,ACC_017126,1449,IMPS,DEBIT,CASE_001321,SYNTHETIC_PROTOTYPE
TXN_0012423,2025-02-17 21:16:02,VICTIM_CASE_001322,ACC_017860,143974,UPI,CREDIT,CASE_001322,SYNTHETIC_PROTOTYPE
TXN_0012424,2025-02-17 22:50:02,ACC_017860,ACC_015034,28951,IMPS,DEBIT,CASE_001322,SYNTHETIC_PROTOTYPE
TXN_0012425,2025-02-17 23:50:02,ACC_015034,ACC_012235,10772,WALLET,DEBIT,CASE_001322,SYNTHETIC_PROTOTYPE
TXN_0012426,2025-02-18 01:08:02,ACC_012235,ACC_015034,10423,IMPS,DEBIT,CASE_001322,SYNTHETIC_PROTOTYPE
TXN_0012427,2025-02-18 02:28:02,ACC_015034,ACC_012235,4735,CARD,DEBIT,CASE_001322,SYNTHETIC_PROTOTYPE
TXN_0012428,2025-02-18 03:23:02,ACC_012235,ACC_005195,5804,WALLET,DEBIT,CASE_001322,SYNTHETIC_PROTOTYPE
TXN_0012429,2025-02-17 22:35:14,VICTIM_CASE_001323,ACC_003896,49097,IMPS,CREDIT,CASE_001323,SYNTHETIC_PROTOTYPE
TXN_0012430,2025-02-17 22:41:14,ACC_003896,ACC_007954,2719,UPI,DEBIT,CASE_001323,SYNTHETIC_PROTOTYPE
TXN_0012431,2025-02-17 22:58:14,ACC_007954,ACC_003176,11236,CARD,DEBIT,CASE_001323,SYNTHETIC_PROTOTYPE
TXN_0012432,2025-02-18 00:19:14,ACC_003176,ACC_007954,6459,RTGS,DEBIT,CASE_001323,SYNTHETIC_PROTOTYPE
TXN_0012433,2025-02-18 01:41:14,ACC_007954,ACC_012968,4313,NEFT,DEBIT,CASE_001323,SYNTHETIC_PROTOTYPE
TXN_0012434,2025-02-18 02:06:14,ACC_012968,ACC_007954,8099,WALLET,DEBIT,CASE_001323,SYNTHETIC_PROTOTYPE
TXN_0012435,2025-02-17 23:56:48,VICTIM_CASE_001324,ACC_003704,30715,IMPS,CREDIT,CASE_001324,SYNTHETIC_PROTOTYPE
TXN_0012436,2025-02-18 01:05:48,ACC_003704,ACC_017149,5768,WALLET,DEBIT,CASE_001324,SYNTHETIC_PROTOTYPE
TXN_0012437,2025-02-18 01:34:48,ACC_017149,ACC_014041,10515,WALLET,DEBIT,CASE_001324,SYNTHETIC_PROTOTYPE
TXN_0012438,2025-02-18 02:59:48,ACC_014041,ACC_007419,1518,UPI,DEBIT,CASE_001324,SYNTHETIC_PROTOTYPE
TXN_0012439,2025-02-18 03:52:48,ACC_007419,ACC_017149,1744,UPI,DEBIT,CASE_001324,SYNTHETIC_PROTOTYPE
TXN_0012440,2025-02-18 04:46:48,ACC_017149,ACC_014041,2433,CARD,DEBIT,CASE_001324,SYNTHETIC_PROTOTYPE
TXN_0012441,2025-02-18 06:20:48,ACC_014041,ACC_017149,2701,NEFT,DEBIT,CASE_001324,SYNTHETIC_PROTOTYPE
TXN_0012442,2025-02-18 00:01:56,VICTIM_CASE_001325,ACC_015259,30397,CARD,CREDIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012443,2025-02-18 01:31:56,ACC_015259,ACC_018584,2639,UPI,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012444,2025-02-18 02:16:56,ACC_018584,ACC_014422,11631,RTGS,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012445,2025-02-18 03:16:56,ACC_014422,ACC_018584,1565,WALLET,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012446,2025-02-18 04:22:56,ACC_018584,ACC_004257,5682,UPI,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012447,2025-02-18 04:26:56,ACC_004257,ACC_018584,3811,CARD,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012448,2025-02-18 04:44:56,ACC_018584,ACC_018792,500,RTGS,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012449,2025-02-18 05:12:56,ACC_018792,ACC_018584,1688,NEFT,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012450,2025-02-18 06:40:56,ACC_018584,ACC_016013,1159,RTGS,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012451,2025-02-18 06:54:56,ACC_016013,ACC_018584,700,NEFT,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012452,2025-02-18 06:58:56,ACC_018584,ACC_007782,500,UPI,DEBIT,CASE_001325,SYNTHETIC_PROTOTYPE
TXN_0012453,2025-02-18 00:47:28,VICTIM_CASE_001326,ACC_017578,31307,IMPS,CREDIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012454,2025-02-18 02:18:28,ACC_017578,ACC_014138,13537,WALLET,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012455,2025-02-18 03:46:28,ACC_014138,ACC_008724,3782,NEFT,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012456,2025-02-18 04:46:28,ACC_008724,ACC_014138,6165,RTGS,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012457,2025-02-18 06:04:28,ACC_014138,ACC_008724,3091,IMPS,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012458,2025-02-18 07:12:28,ACC_008724,ACC_009032,1197,UPI,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012459,2025-02-18 08:31:28,ACC_009032,ACC_008724,500,RTGS,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012460,2025-02-18 09:45:28,ACC_008724,ACC_003226,500,RTGS,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012461,2025-02-18 10:25:28,ACC_003226,ACC_008724,1005,NEFT,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012462,2025-02-18 11:08:28,ACC_008724,ACC_014138,688,IMPS,DEBIT,CASE_001326,SYNTHETIC_PROTOTYPE
TXN_0012463,2025-02-18 01:13:46,VICTIM_CASE_001327,ACC_011297,41336,IMPS,CREDIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012464,2025-02-18 01:57:46,ACC_011297,ACC_009828,2805,CARD,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012465,2025-02-18 02:30:46,ACC_009828,ACC_003105,2102,CARD,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012466,2025-02-18 03:58:46,ACC_003105,ACC_015757,3698,RTGS,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012467,2025-02-18 04:17:46,ACC_015757,ACC_003105,10676,IMPS,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012468,2025-02-18 04:47:46,ACC_003105,ACC_009828,3110,UPI,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012469,2025-02-18 05:43:46,ACC_009828,ACC_003105,8385,NEFT,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012470,2025-02-18 07:06:46,ACC_003105,ACC_009667,2358,WALLET,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012471,2025-02-18 08:00:46,ACC_009667,ACC_003105,1349,WALLET,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
TXN_0012472,2025-02-18 08:54:46,ACC_003105,ACC_009828,1285,CARD,DEBIT,CASE_001327,SYNTHETIC_PROTOTYPE
