case_id,cashout_occurred,source_type,cashout_atm_id,cashout_time,cashout_amount,outcome_status
CASE_001901,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001902,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001903,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05913,2025-03-11 23:31:22,151882,Cash-out observed after prediction point
CASE_001904,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06167,2025-03-11 20:28:52,27843,Cash-out observed after prediction point
CASE_001905,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16051,2025-03-11 22:52:51,12619,Cash-out observed after prediction point
CASE_001906,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001907,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001908,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001909,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17622,2025-03-12 05:35:03,9127,Cash-out observed after prediction point
CASE_001910,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15862,2025-03-12 05:54:44,28115,Cash-out observed after prediction point
CASE_001911,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17280,2025-03-12 04:25:40,6941,Cash-out observed after prediction point
CASE_001912,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001913,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03879,2025-03-12 03:49:17,4631,Cash-out observed after prediction point
CASE_001914,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12435,2025-03-12 06:28:59,8690,Cash-out observed after prediction point
CASE_001915,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02075,2025-03-12 02:26:10,19582,Cash-out observed after prediction point
CASE_001916,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07584,2025-03-12 07:50:38,3713,Cash-out observed after prediction point
CASE_001917,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12857,2025-03-12 12:39:38,7656,Cash-out observed after prediction point
CASE_001918,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19494,2025-03-12 09:47:43,2408,Cash-out observed after prediction point
CASE_001919,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04920,2025-03-12 12:19:47,11013,Cash-out observed after prediction point
CASE_001920,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12210,2025-03-12 12:51:01,36144,Cash-out observed after prediction point
CASE_001921,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15193,2025-03-12 14:53:13,2532,Cash-out observed after prediction point
CASE_001922,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11022,2025-03-12 15:47:44,6774,Cash-out observed after prediction point
CASE_001923,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001924,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001925,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10913,2025-03-12 17:38:13,19709,Cash-out observed after prediction point
CASE_001926,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001927,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03924,2025-03-13 00:08:17,14938,Cash-out observed after prediction point
CASE_001928,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001929,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001930,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15549,2025-03-12 21:47:52,22679,Cash-out observed after prediction point
CASE_001931,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001932,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001933,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14438,2025-03-13 02:22:19,4503,Cash-out observed after prediction point
CASE_001934,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11676,2025-03-12 21:21:36,24446,Cash-out observed after prediction point
CASE_001935,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12336,2025-03-12 21:31:19,14531,Cash-out observed after prediction point
CASE_001936,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001937,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001938,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06765,2025-03-13 06:14:28,14720,Cash-out observed after prediction point
CASE_001939,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001940,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12494,2025-03-13 04:11:42,19242,Cash-out observed after prediction point
CASE_001941,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02801,2025-03-13 06:45:19,6597,Cash-out observed after prediction point
CASE_001942,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001943,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00928,2025-03-13 07:04:02,2279,Cash-out observed after prediction point
CASE_001944,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08878,2025-03-13 13:44:36,20073,Cash-out observed after prediction point
CASE_001945,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02281,2025-03-13 09:02:58,11650,Cash-out observed after prediction point
CASE_001946,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001947,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001948,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12816,2025-03-13 12:51:33,6094,Cash-out observed after prediction point
CASE_001949,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001950,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001951,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001952,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17204,2025-03-13 18:52:46,21712,Cash-out observed after prediction point
CASE_001953,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17263,2025-03-13 16:54:46,6021,Cash-out observed after prediction point
CASE_001954,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13077,2025-03-13 15:47:48,8207,Cash-out observed after prediction point
CASE_001955,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13902,2025-03-13 21:07:53,7382,Cash-out observed after prediction point
CASE_001956,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15688,2025-03-13 18:12:22,11887,Cash-out observed after prediction point
CASE_001957,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02595,2025-03-13 22:00:28,9781,Cash-out observed after prediction point
CASE_001958,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00836,2025-03-14 00:34:17,3187,Cash-out observed after prediction point
CASE_001959,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001960,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16233,2025-03-13 23:18:22,3534,Cash-out observed after prediction point
CASE_001961,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18354,2025-03-14 01:40:50,12557,Cash-out observed after prediction point
CASE_001962,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10956,2025-03-14 02:42:44,23638,Cash-out observed after prediction point
CASE_001963,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17051,2025-03-14 08:40:10,17049,Cash-out observed after prediction point
CASE_001964,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00321,2025-03-14 09:38:20,13331,Cash-out observed after prediction point
CASE_001965,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13590,2025-03-14 10:31:07,2104,Cash-out observed after prediction point
CASE_001966,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001967,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001968,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11971,2025-03-14 15:47:51,5134,Cash-out observed after prediction point
CASE_001969,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001970,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05640,2025-03-14 18:24:35,7594,Cash-out observed after prediction point
CASE_001971,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001972,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18223,2025-03-14 15:56:05,8440,Cash-out observed after prediction point
CASE_001973,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001974,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19114,2025-03-14 18:41:00,6584,Cash-out observed after prediction point
CASE_001975,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001976,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19366,2025-03-14 16:23:35,4972,Cash-out observed after prediction point
CASE_001977,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02978,2025-03-14 18:30:09,15715,Cash-out observed after prediction point
CASE_001978,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09047,2025-03-14 22:16:33,35503,Cash-out observed after prediction point
CASE_001979,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02339,2025-03-14 23:21:10,1189,Cash-out observed after prediction point
CASE_001980,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10608,2025-03-14 22:38:16,35811,Cash-out observed after prediction point
CASE_001981,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18471,2025-03-15 00:29:13,40059,Cash-out observed after prediction point
CASE_001982,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001983,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16691,2025-03-14 19:39:29,1000,Cash-out observed after prediction point
CASE_001984,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06316,2025-03-14 23:44:24,3672,Cash-out observed after prediction point
CASE_001985,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11771,2025-03-15 03:35:08,1533,Cash-out observed after prediction point
CASE_001986,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01463,2025-03-15 04:16:07,14262,Cash-out observed after prediction point
CASE_001987,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03109,2025-03-15 03:25:03,2691,Cash-out observed after prediction point
CASE_001988,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15100,2025-03-15 05:34:36,4559,Cash-out observed after prediction point
CASE_001989,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19176,2025-03-15 05:42:58,14590,Cash-out observed after prediction point
CASE_001990,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11805,2025-03-15 10:42:13,3432,Cash-out observed after prediction point
CASE_001991,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001992,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06767,2025-03-15 10:31:50,10319,Cash-out observed after prediction point
CASE_001993,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001994,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19938,2025-03-15 07:20:28,6205,Cash-out observed after prediction point
CASE_001995,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13329,2025-03-15 12:26:55,9457,Cash-out observed after prediction point
CASE_001996,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001997,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001998,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_001999,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13958,2025-03-15 10:45:19,71482,Cash-out observed after prediction point
CASE_002000,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08286,2025-03-15 11:05:44,48796,Cash-out observed after prediction point
CASE_002001,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03434,2025-03-15 13:20:55,17755,Cash-out observed after prediction point
CASE_002002,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002003,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03785,2025-03-15 19:46:52,4757,Cash-out observed after prediction point
CASE_002004,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10113,2025-03-15 20:25:05,32076,Cash-out observed after prediction point
CASE_002005,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15107,2025-03-15 22:13:24,12136,Cash-out observed after prediction point
CASE_002006,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02787,2025-03-15 19:16:49,6353,Cash-out observed after prediction point
CASE_002007,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002008,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13899,2025-03-16 00:32:51,16661,Cash-out observed after prediction point
CASE_002009,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03132,2025-03-16 01:36:17,4924,Cash-out observed after prediction point
CASE_002010,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19830,2025-03-16 00:49:04,9923,Cash-out observed after prediction point
CASE_002011,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10373,2025-03-16 01:57:56,25397,Cash-out observed after prediction point
CASE_002012,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15287,2025-03-16 04:51:29,2121,Cash-out observed after prediction point
CASE_002013,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002014,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16619,2025-03-16 00:39:26,10642,Cash-out observed after prediction point
CASE_002015,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02107,2025-03-16 05:50:03,8350,Cash-out observed after prediction point
CASE_002016,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17653,2025-03-16 01:31:18,36349,Cash-out observed after prediction point
CASE_002017,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002018,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002019,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002020,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002021,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002022,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002023,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002024,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05806,2025-03-16 07:57:28,11202,Cash-out observed after prediction point
CASE_002025,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002026,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17662,2025-03-16 12:42:38,23494,Cash-out observed after prediction point
CASE_002027,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002028,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16811,2025-03-16 12:31:48,1920,Cash-out observed after prediction point
CASE_002029,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002030,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04599,2025-03-16 16:32:14,5204,Cash-out observed after prediction point
CASE_002031,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002032,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19537,2025-03-16 22:38:55,5136,Cash-out observed after prediction point
CASE_002033,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14340,2025-03-16 20:18:48,1700,Cash-out observed after prediction point
CASE_002034,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03575,2025-03-17 05:59:29,5067,Cash-out observed after prediction point
CASE_002035,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04169,2025-03-17 02:26:17,22559,Cash-out observed after prediction point
CASE_002036,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06645,2025-03-17 05:29:44,9850,Cash-out observed after prediction point
CASE_002037,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002038,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002039,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09831,2025-03-17 09:20:08,9361,Cash-out observed after prediction point
CASE_002040,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002041,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07394,2025-03-17 09:04:42,2180,Cash-out observed after prediction point
CASE_002042,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12772,2025-03-17 11:09:09,3517,Cash-out observed after prediction point
CASE_002043,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05962,2025-03-17 08:21:06,15925,Cash-out observed after prediction point
CASE_002044,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10797,2025-03-17 12:25:30,6380,Cash-out observed after prediction point
CASE_002045,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04510,2025-03-17 16:01:47,7924,Cash-out observed after prediction point
CASE_002046,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15038,2025-03-17 19:21:06,39620,Cash-out observed after prediction point
CASE_002047,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00231,2025-03-17 20:30:41,5510,Cash-out observed after prediction point
CASE_002048,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002049,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07713,2025-03-17 15:09:55,6825,Cash-out observed after prediction point
CASE_002050,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17325,2025-03-17 23:49:27,1317,Cash-out observed after prediction point
CASE_002051,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07502,2025-03-18 00:54:59,10143,Cash-out observed after prediction point
CASE_002052,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02922,2025-03-17 20:12:56,1586,Cash-out observed after prediction point
CASE_002053,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03275,2025-03-18 00:52:16,3609,Cash-out observed after prediction point
CASE_002054,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06374,2025-03-17 20:45:43,11042,Cash-out observed after prediction point
CASE_002055,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09226,2025-03-18 02:55:30,10183,Cash-out observed after prediction point
CASE_002056,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01570,2025-03-18 03:07:25,27843,Cash-out observed after prediction point
CASE_002057,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12782,2025-03-18 01:29:35,2221,Cash-out observed after prediction point
CASE_002058,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12328,2025-03-17 21:57:50,16436,Cash-out observed after prediction point
CASE_002059,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11328,2025-03-18 05:17:09,50605,Cash-out observed after prediction point
CASE_002060,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002061,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05536,2025-03-18 00:24:47,13903,Cash-out observed after prediction point
CASE_002062,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04625,2025-03-18 06:04:30,15704,Cash-out observed after prediction point
CASE_002063,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002064,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19798,2025-03-18 07:30:15,2512,Cash-out observed after prediction point
CASE_002065,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10222,2025-03-18 06:15:18,10685,Cash-out observed after prediction point
CASE_002066,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002067,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12878,2025-03-18 11:53:32,18120,Cash-out observed after prediction point
CASE_002068,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17157,2025-03-18 11:48:06,21022,Cash-out observed after prediction point
CASE_002069,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15477,2025-03-18 09:03:06,18236,Cash-out observed after prediction point
CASE_002070,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02429,2025-03-18 10:56:59,2466,Cash-out observed after prediction point
CASE_002071,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13521,2025-03-18 10:57:03,3799,Cash-out observed after prediction point
CASE_002072,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19892,2025-03-18 14:30:32,18771,Cash-out observed after prediction point
CASE_002073,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002074,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05173,2025-03-18 17:01:37,17415,Cash-out observed after prediction point
CASE_002075,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002076,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08899,2025-03-18 17:43:21,16177,Cash-out observed after prediction point
CASE_002077,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08442,2025-03-18 14:58:19,31680,Cash-out observed after prediction point
CASE_002078,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002079,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01958,2025-03-18 22:11:34,4666,Cash-out observed after prediction point
CASE_002080,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13426,2025-03-18 21:18:15,8529,Cash-out observed after prediction point
CASE_002081,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14952,2025-03-18 19:20:07,4940,Cash-out observed after prediction point
CASE_002082,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15791,2025-03-18 23:31:25,43078,Cash-out observed after prediction point
CASE_002083,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12995,2025-03-18 23:52:46,7258,Cash-out observed after prediction point
CASE_002084,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07103,2025-03-18 23:19:34,16860,Cash-out observed after prediction point
CASE_002085,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12977,2025-03-19 01:57:55,14463,Cash-out observed after prediction point
CASE_002086,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16039,2025-03-19 02:06:17,24932,Cash-out observed after prediction point
CASE_002087,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18736,2025-03-19 02:09:56,45234,Cash-out observed after prediction point
CASE_002088,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03976,2025-03-19 02:02:21,17243,Cash-out observed after prediction point
CASE_002089,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15389,2025-03-19 04:29:49,17663,Cash-out observed after prediction point
CASE_002090,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16510,2025-03-19 02:39:47,20063,Cash-out observed after prediction point
CASE_002091,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19601,2025-03-19 09:34:22,61524,Cash-out observed after prediction point
CASE_002092,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002093,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002094,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16289,2025-03-19 07:17:44,4230,Cash-out observed after prediction point
CASE_002095,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06584,2025-03-19 12:41:58,7313,Cash-out observed after prediction point
CASE_002096,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01337,2025-03-19 08:34:32,20948,Cash-out observed after prediction point
CASE_002097,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16102,2025-03-19 10:56:45,9734,Cash-out observed after prediction point
CASE_002098,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05618,2025-03-19 15:04:45,19579,Cash-out observed after prediction point
CASE_002099,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19558,2025-03-19 12:23:12,6796,Cash-out observed after prediction point
CASE_002100,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16455,2025-03-19 11:56:17,1062,Cash-out observed after prediction point
CASE_002101,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15361,2025-03-19 12:56:43,3530,Cash-out observed after prediction point
CASE_002102,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14197,2025-03-19 15:33:24,34281,Cash-out observed after prediction point
CASE_002103,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02101,2025-03-19 13:31:36,29398,Cash-out observed after prediction point
CASE_002104,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002105,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002106,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002107,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12606,2025-03-19 14:03:41,11014,Cash-out observed after prediction point
CASE_002108,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02618,2025-03-19 18:39:54,9998,Cash-out observed after prediction point
CASE_002109,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07992,2025-03-19 18:18:53,2999,Cash-out observed after prediction point
CASE_002110,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12468,2025-03-19 21:31:27,22041,Cash-out observed after prediction point
CASE_002111,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002112,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002113,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002114,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002115,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16816,2025-03-20 01:46:46,13681,Cash-out observed after prediction point
CASE_002116,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01657,2025-03-20 00:01:46,5912,Cash-out observed after prediction point
CASE_002117,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13037,2025-03-20 03:55:54,9501,Cash-out observed after prediction point
CASE_002118,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05508,2025-03-20 01:01:27,65575,Cash-out observed after prediction point
CASE_002119,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15109,2025-03-20 01:04:59,16875,Cash-out observed after prediction point
CASE_002120,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16974,2025-03-20 00:05:36,8475,Cash-out observed after prediction point
CASE_002121,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16267,2025-03-20 04:37:54,8809,Cash-out observed after prediction point
CASE_002122,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01005,2025-03-20 09:45:21,14570,Cash-out observed after prediction point
CASE_002123,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15097,2025-03-20 08:36:34,19165,Cash-out observed after prediction point
CASE_002124,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13090,2025-03-20 09:20:10,7860,Cash-out observed after prediction point
CASE_002125,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09935,2025-03-20 10:32:45,2761,Cash-out observed after prediction point
CASE_002126,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002127,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01834,2025-03-20 09:10:00,8614,Cash-out observed after prediction point
CASE_002128,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002129,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02743,2025-03-20 18:42:48,12176,Cash-out observed after prediction point
CASE_002130,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18729,2025-03-20 17:20:43,4102,Cash-out observed after prediction point
CASE_002131,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07254,2025-03-20 14:15:25,13471,Cash-out observed after prediction point
CASE_002132,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18429,2025-03-20 14:09:22,44447,Cash-out observed after prediction point
