zone_id,state_code,state_ut,zone_name,center_latitude,center_longitude,zone_level,source_type
MN_Z04,MN,Manipur,Manipur Zone 05,24.35842892086331,94.60446242446044,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MN_Z05,MN,Manipur,Manipur Zone 06,24.02499631372549,93.24222833333333,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MN_Z06,MN,Manipur,Manipur Zone 07,23.952485436363638,93.13786283636364,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MN_Z07,MN,Manipur,Manipur Zone 08,23.907169242424242,93.32473954545455,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
ML_Z00,ML,Meghalaya,Meghalaya Zone 01,26.086861690140847,90.90142339436619,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
ML_Z01,ML,Meghalaya,Meghalaya Zone 02,26.051511970588237,91.0308508235294,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
ML_Z02,ML,Meghalaya,Meghalaya Zone 03,25.468937422535213,91.29126443661971,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
ML_Z03,ML,Meghalaya,Meghalaya Zone 04,25.463196367647058,91.43405620588236,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
ML_Z04,ML,Meghalaya,Meghalaya Zone 05,25.18109010769231,91.98465176923077,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
ML_Z05,ML,Meghalaya,Meghalaya Zone 06,25.16284289189189,92.12894724324325,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
ML_Z06,ML,Meghalaya,Meghalaya Zone 07,24.799467283333332,90.5809062,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
ML_Z07,ML,Meghalaya,Meghalaya Zone 08,24.749527658227848,90.71100456962026,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MZ_Z00,MZ,Mizoram,Mizoram Zone 01,23.801806971830985,92.47792536619718,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MZ_Z01,MZ,Mizoram,Mizoram Zone 02,23.737781132352943,92.5983611617647,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MZ_Z02,MZ,Mizoram,Mizoram Zone 03,23.165858901234568,92.87806507407407,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MZ_Z03,MZ,Mizoram,Mizoram Zone 04,23.150563775862068,93.03499915517241,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MZ_Z04,MZ,Mizoram,Mizoram Zone 05,22.88038027160494,93.68821858024691,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MZ_Z05,MZ,Mizoram,Mizoram Zone 06,22.87383882758621,93.54794098275862,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MZ_Z06,MZ,Mizoram,Mizoram Zone 07,22.47449498630137,92.1562118630137,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
MZ_Z07,MZ,Mizoram,Mizoram Zone 08,22.445903560606062,92.3054635,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
NL_Z00,NL,Nagaland,Nagaland Zone 01,26.78892837037037,94.24426116666666,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
NL_Z01,NL,Nagaland,Nagaland Zone 02,26.748693388235296,94.10972865882353,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
NL_Z02,NL,Nagaland,Nagaland Zone 03,26.16897022857143,94.644569,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
NL_Z03,NL,Nagaland,Nagaland Zone 04,26.13218163768116,94.49733027536232,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
NL_Z04,NL,Nagaland,Nagaland Zone 05,25.892911492537312,95.18959392537313,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
NL_Z05,NL,Nagaland,Nagaland Zone 06,25.84967688888889,95.32308177777777,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
NL_Z06,NL,Nagaland,Nagaland Zone 07,25.463087530864197,93.8050645308642,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
NL_Z07,NL,Nagaland,Nagaland Zone 08,25.455577844827587,93.95633956896552,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
OD_Z00,OD,Odisha,Odisha Zone 01,21.553649472972975,84.77436255405405,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
OD_Z01,OD,Odisha,Odisha Zone 02,21.540088323076922,84.61904532307692,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
OD_Z02,OD,Odisha,Odisha Zone 03,20.96793224590164,85.01311636065574,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
OD_Z03,OD,Odisha,Odisha Zone 04,20.95560423076923,85.16168894871795,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
OD_Z04,OD,Odisha,Odisha Zone 05,20.64851594117647,85.86374322058823,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
OD_Z05,OD,Odisha,Odisha Zone 06,20.637894014084505,85.70303797183098,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
OD_Z06,OD,Odisha,Odisha Zone 07,20.311711074626867,84.35989091044776,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
OD_Z07,OD,Odisha,Odisha Zone 08,20.199397291666667,84.44722533333334,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PY_Z00,PY,Puducherry,Puducherry Zone 01,12.56681712987013,79.35285616883117,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PY_Z01,PY,Puducherry,Puducherry Zone 02,12.513691741935483,79.48228862903225,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PY_Z02,PY,Puducherry,Puducherry Zone 03,11.966273825396826,79.88624760317461,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PY_Z03,PY,Puducherry,Puducherry Zone 04,11.919005026315789,79.73474364473684,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PY_Z04,PY,Puducherry,Puducherry Zone 05,11.66404491044776,80.57810852238806,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PY_Z05,PY,Puducherry,Puducherry Zone 06,11.620309027777777,80.4417777638889,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PY_Z06,PY,Puducherry,Puducherry Zone 07,11.253492851851853,79.17605866666666,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PY_Z07,PY,Puducherry,Puducherry Zone 08,11.21916501724138,79.00670210344828,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PB_Z00,PB,Punjab,Punjab Zone 01,31.77380279245283,74.8573916981132,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PB_Z01,PB,Punjab,Punjab Zone 02,31.735000023255814,74.99397005813954,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PB_Z02,PB,Punjab,Punjab Zone 03,31.188842158730157,75.27028338095238,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PB_Z03,PB,Punjab,Punjab Zone 04,31.127797092105265,75.40798663157895,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PB_Z04,PB,Punjab,Punjab Zone 05,30.89566348051948,75.97680333766233,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PB_Z05,PB,Punjab,Punjab Zone 06,30.799010112903225,76.08914933870967,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PB_Z06,PB,Punjab,Punjab Zone 07,30.455796956521738,74.57077846376812,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
PB_Z07,PB,Punjab,Punjab Zone 08,30.43532964285714,74.71485937142857,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
RJ_Z00,RJ,Rajasthan,Rajasthan Zone 01,27.64994841111111,73.76957938888889,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
RJ_Z01,RJ,Rajasthan,Rajasthan Zone 02,27.57877875510204,73.9012136122449,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
RJ_Z02,RJ,Rajasthan,Rajasthan Zone 03,27.059443625,74.165950625,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
RJ_Z03,RJ,Rajasthan,Rajasthan Zone 04,27.00103023880597,74.30640597014926,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
RJ_Z04,RJ,Rajasthan,Rajasthan Zone 05,26.790544653061225,74.88625746938776,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
RJ_Z05,RJ,Rajasthan,Rajasthan Zone 06,26.7217232,75.02166864444445,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
RJ_Z06,RJ,Rajasthan,Rajasthan Zone 07,26.65528542222222,74.86598035555555,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
RJ_Z07,RJ,Rajasthan,Rajasthan Zone 08,26.33438978417266,73.50253010071943,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
SK_Z00,SK,Sikkim,Sikkim Zone 01,28.139326452054796,88.04109316438357,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
SK_Z01,SK,Sikkim,Sikkim Zone 02,28.129821,88.19992186363636,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
SK_Z02,SK,Sikkim,Sikkim Zone 03,27.53562279032258,88.41086261290323,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
SK_Z03,SK,Sikkim,Sikkim Zone 04,27.53113472727273,88.57214961038962,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
SK_Z04,SK,Sikkim,Sikkim Zone 05,27.247695680555555,89.27817870833333,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
SK_Z05,SK,Sikkim,Sikkim Zone 06,27.219806462686567,89.12952320895522,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
SK_Z06,SK,Sikkim,Sikkim Zone 07,26.870065264705882,87.88225063235294,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
SK_Z07,SK,Sikkim,Sikkim Zone 08,26.82096757746479,87.75978645070423,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TN_Z00,TN,Tamil Nadu,Tamil Nadu Zone 01,11.73571494117647,78.17986288235294,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TN_Z01,TN,Tamil Nadu,Tamil Nadu Zone 02,11.72951038028169,78.32923790140845,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TN_Z02,TN,Tamil Nadu,Tamil Nadu Zone 03,11.137820389473685,78.60010394736842,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TN_Z03,TN,Tamil Nadu,Tamil Nadu Zone 04,11.112940772727272,78.75983697727273,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TN_Z04,TN,Tamil Nadu,Tamil Nadu Zone 05,10.838540086206896,79.27552770689655,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TN_Z05,TN,Tamil Nadu,Tamil Nadu Zone 06,10.799103777777777,79.41864671604938,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TN_Z06,TN,Tamil Nadu,Tamil Nadu Zone 07,10.4470275625,78.0080349375,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TN_Z07,TN,Tamil Nadu,Tamil Nadu Zone 08,10.39868686440678,77.87111230508475,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TS_Z00,TS,Telangana,Telangana Zone 01,18.729878791666668,78.54532794444444,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TS_Z01,TS,Telangana,Telangana Zone 02,18.694919283582088,78.68330985074627,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TS_Z02,TS,Telangana,Telangana Zone 03,18.116809494252873,78.9734843908046,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TS_Z03,TS,Telangana,Telangana Zone 04,18.084872326923076,79.12365653846155,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TS_Z04,TS,Telangana,Telangana Zone 05,17.805333824999998,79.652010375,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TS_Z05,TS,Telangana,Telangana Zone 06,17.79908188135593,79.79976077966101,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TS_Z06,TS,Telangana,Telangana Zone 07,17.41261793939394,78.40456483333334,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TS_Z07,TS,Telangana,Telangana Zone 08,17.403604328767123,78.25834575342466,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TR_Z00,TR,Tripura,Tripura Zone 01,24.602965020833334,91.54569204166667,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TR_Z01,TR,Tripura,Tripura Zone 02,24.548176515151514,91.70240339393939,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TR_Z02,TR,Tripura,Tripura Zone 03,24.466558655172413,91.5735240862069,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TR_Z03,TR,Tripura,Tripura Zone 04,23.944927704225353,92.0541463802817,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TR_Z04,TR,Tripura,Tripura Zone 05,23.9378685,91.91366225,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TR_Z05,TR,Tripura,Tripura Zone 06,23.654570409836065,92.6087151967213,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TR_Z06,TR,Tripura,Tripura Zone 07,23.61660741025641,92.73747306410256,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
TR_Z07,TR,Tripura,Tripura Zone 08,23.24667956115108,91.28316573381295,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UP_Z00,UP,Uttar Pradesh,Uttar Pradesh Zone 01,27.491072848101265,80.60331632911392,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UP_Z01,UP,Uttar Pradesh,Uttar Pradesh Zone 02,27.40896023333333,80.50665255,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UP_Z02,UP,Uttar Pradesh,Uttar Pradesh Zone 03,26.869312448979592,81.04822924489795,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UP_Z03,UP,Uttar Pradesh,Uttar Pradesh Zone 04,26.83972971111111,80.89740665555556,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UP_Z04,UP,Uttar Pradesh,Uttar Pradesh Zone 05,26.550294742424242,81.73792807575758,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UP_Z05,UP,Uttar Pradesh,Uttar Pradesh Zone 06,26.523834273972604,81.5843322739726,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UP_Z06,UP,Uttar Pradesh,Uttar Pradesh Zone 07,26.149820460526318,80.17966875,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UP_Z07,UP,Uttar Pradesh,Uttar Pradesh Zone 08,26.145673698412697,80.31237368253969,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UK_Z00,UK,Uttarakhand,Uttarakhand Zone 01,30.689057342465755,78.54898076712328,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UK_Z01,UK,Uttarakhand,Uttarakhand Zone 02,30.658464166666665,78.69962992424243,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UK_Z02,UK,Uttarakhand,Uttarakhand Zone 03,30.093947375,78.97315195833333,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UK_Z03,UK,Uttarakhand,Uttarakhand Zone 04,30.003446791044777,79.09157455223881,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UK_Z04,UK,Uttarakhand,Uttarakhand Zone 05,29.78237307936508,79.6365838888889,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UK_Z05,UK,Uttarakhand,Uttarakhand Zone 06,29.747560381578946,79.78008652631578,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UK_Z06,UK,Uttarakhand,Uttarakhand Zone 07,29.399853963414635,78.37726698780487,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
UK_Z07,UK,Uttarakhand,Uttarakhand Zone 08,29.321955807017545,78.26233247368421,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
WB_Z00,WB,West Bengal,West Bengal Zone 01,23.589748890625,87.37713009375,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
WB_Z01,WB,West Bengal,West Bengal Zone 02,23.571627786666667,87.52483950666667,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
WB_Z02,WB,West Bengal,West Bengal Zone 03,23.021018839285716,87.78163207142858,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
WB_Z03,WB,West Bengal,West Bengal Zone 04,22.97225313253012,87.91792728915662,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
WB_Z04,WB,West Bengal,West Bengal Zone 05,22.706977684210525,88.64561989473684,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
WB_Z05,WB,West Bengal,West Bengal Zone 06,22.670110353658536,88.49827874390243,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
WB_Z06,WB,West Bengal,West Bengal Zone 07,22.32837529310345,87.09419277586207,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
WB_Z07,WB,West Bengal,West Bengal Zone 08,22.246042790123457,87.2096177654321,SYNTHETIC_SUBZONE,SYNTHETIC_PROTOTYPE
