withdrawal_id,account_id,atm_id,timestamp,amount,case_id,source_type
W_0004656,ACC_015017,SYN_ATM_18600,2025-06-19 18:25:33,2054,CASE_004636,SYNTHETIC_PROTOTYPE
W_0004657,ACC_002138,SYN_ATM_04344,2025-06-20 21:55:17,4321,CASE_004637,SYNTHETIC_PROTOTYPE
W_0004658,ACC_001082,SYN_ATM_03896,2025-06-18 00:26:54,1572,CASE_004637,SYNTHETIC_PROTOTYPE
W_0004659,ACC_017045,SYN_ATM_07713,2025-06-21 00:22:58,51723,CASE_004640,SYNTHETIC_PROTOTYPE
W_0004660,ACC_001827,SYN_ATM_05834,2025-06-20 20:24:44,8376,CASE_004641,SYNTHETIC_PROTOTYPE
W_0004661,ACC_019289,SYN_ATM_11887,2025-06-20 22:37:13,11458,CASE_004643,SYNTHETIC_PROTOTYPE
W_0004662,ACC_012062,SYN_ATM_13081,2025-06-20 23:06:48,11261,CASE_004646,SYNTHETIC_PROTOTYPE
W_0004663,ACC_008740,SYN_ATM_13151,2025-06-20 07:11:21,7598,CASE_004646,SYNTHETIC_PROTOTYPE
W_0004664,ACC_013555,SYN_ATM_19951,2025-06-21 00:54:28,10981,CASE_004647,SYNTHETIC_PROTOTYPE
W_0004665,ACC_007976,SYN_ATM_02094,2025-06-21 05:26:02,21765,CASE_004648,SYNTHETIC_PROTOTYPE
W_0004666,ACC_014323,SYN_ATM_13784,2025-06-21 02:34:27,2866,CASE_004649,SYNTHETIC_PROTOTYPE
W_0004668,ACC_005185,SYN_ATM_13699,2025-06-19 10:17:17,1000,CASE_004649,SYNTHETIC_PROTOTYPE
W_0004667,ACC_011966,SYN_ATM_13406,2025-06-18 02:24:11,2280,CASE_004649,SYNTHETIC_PROTOTYPE
W_0004669,ACC_012855,SYN_ATM_18316,2025-06-21 07:10:47,58514,CASE_004652,SYNTHETIC_PROTOTYPE
W_0004670,ACC_009760,SYN_ATM_00425,2025-06-21 09:38:39,34448,CASE_004653,SYNTHETIC_PROTOTYPE
W_0004671,ACC_015593,SYN_ATM_00360,2025-06-18 21:24:29,6105,CASE_004653,SYNTHETIC_PROTOTYPE
W_0004672,ACC_006371,SYN_ATM_19198,2025-06-21 14:39:59,1926,CASE_004655,SYNTHETIC_PROTOTYPE
W_0004673,ACC_013768,SYN_ATM_10414,2025-06-21 10:12:34,17480,CASE_004656,SYNTHETIC_PROTOTYPE
W_0004674,ACC_011647,SYN_ATM_10395,2025-06-20 23:09:18,2335,CASE_004656,SYNTHETIC_PROTOTYPE
W_0004675,ACC_007340,SYN_ATM_02742,2025-06-21 10:05:40,16084,CASE_004657,SYNTHETIC_PROTOTYPE
W_0004676,ACC_003840,SYN_ATM_02610,2025-06-21 19:09:14,10355,CASE_004658,SYNTHETIC_PROTOTYPE
W_0004677,ACC_017232,SYN_ATM_06816,2025-06-21 20:08:02,8393,CASE_004660,SYNTHETIC_PROTOTYPE
W_0004678,ACC_004188,SYN_ATM_07929,2025-06-22 00:45:33,18530,CASE_004661,SYNTHETIC_PROTOTYPE
W_0004679,ACC_013482,SYN_ATM_08063,2025-06-21 05:56:17,7776,CASE_004661,SYNTHETIC_PROTOTYPE
W_0004680,ACC_019188,SYN_ATM_06041,2025-06-22 03:03:00,11331,CASE_004662,SYNTHETIC_PROTOTYPE
W_0004682,ACC_005250,SYN_ATM_05990,2025-06-21 10:44:34,9616,CASE_004662,SYNTHETIC_PROTOTYPE
W_0004681,ACC_016856,SYN_ATM_05705,2025-06-21 01:06:07,15882,CASE_004662,SYNTHETIC_PROTOTYPE
W_0004683,ACC_012727,SYN_ATM_17442,2025-06-21 21:45:37,4681,CASE_004663,SYNTHETIC_PROTOTYPE
W_0004684,ACC_004592,SYN_ATM_08014,2025-06-22 01:37:21,5516,CASE_004666,SYNTHETIC_PROTOTYPE
W_0004685,ACC_007969,SYN_ATM_12409,2025-06-22 05:19:31,11991,CASE_004667,SYNTHETIC_PROTOTYPE
W_0004686,ACC_011361,SYN_ATM_12491,2025-06-21 04:50:56,6102,CASE_004667,SYNTHETIC_PROTOTYPE
W_0004687,ACC_002369,SYN_ATM_04680,2025-06-22 06:12:45,15580,CASE_004668,SYNTHETIC_PROTOTYPE
W_0004688,ACC_010277,SYN_ATM_04003,2025-06-22 11:30:02,3780,CASE_004669,SYNTHETIC_PROTOTYPE
W_0004689,ACC_016872,SYN_ATM_04891,2025-06-22 06:14:10,30452,CASE_004670,SYNTHETIC_PROTOTYPE
W_0004690,ACC_001863,SYN_ATM_01266,2025-06-22 12:42:18,13115,CASE_004671,SYNTHETIC_PROTOTYPE
W_0004691,ACC_003549,SYN_ATM_11067,2025-06-22 12:14:06,21675,CASE_004672,SYNTHETIC_PROTOTYPE
W_0004692,ACC_015566,SYN_ATM_13265,2025-06-22 12:31:27,6296,CASE_004673,SYNTHETIC_PROTOTYPE
W_0004693,ACC_009053,SYN_ATM_13237,2025-06-21 10:34:12,2462,CASE_004673,SYNTHETIC_PROTOTYPE
W_0004694,ACC_013959,SYN_ATM_12827,2025-06-22 11:24:26,14611,CASE_004674,SYNTHETIC_PROTOTYPE
W_0004695,ACC_005066,SYN_ATM_07965,2025-06-22 15:02:30,18406,CASE_004675,SYNTHETIC_PROTOTYPE
W_0004696,ACC_012331,SYN_ATM_01555,2025-06-22 17:00:34,5532,CASE_004676,SYNTHETIC_PROTOTYPE
W_0004698,ACC_017125,SYN_ATM_01113,2025-06-20 15:01:55,1000,CASE_004676,SYNTHETIC_PROTOTYPE
W_0004697,ACC_018372,SYN_ATM_01120,2025-06-21 23:52:23,1000,CASE_004676,SYNTHETIC_PROTOTYPE
W_0004699,ACC_000236,SYN_ATM_15678,2025-06-22 20:02:24,8281,CASE_004678,SYNTHETIC_PROTOTYPE
W_0004700,ACC_006293,SYN_ATM_15636,2025-06-21 13:53:27,11887,CASE_004678,SYNTHETIC_PROTOTYPE
W_0004701,ACC_007687,SYN_ATM_19355,2025-06-22 19:53:53,7194,CASE_004679,SYNTHETIC_PROTOTYPE
W_0004702,ACC_007058,SYN_ATM_11068,2025-06-22 18:12:33,26229,CASE_004680,SYNTHETIC_PROTOTYPE
W_0004703,ACC_002630,SYN_ATM_10777,2025-06-20 21:13:24,7739,CASE_004680,SYNTHETIC_PROTOTYPE
W_0004704,ACC_016871,SYN_ATM_07331,2025-06-22 23:29:58,26026,CASE_004681,SYNTHETIC_PROTOTYPE
W_0004705,ACC_019165,SYN_ATM_03319,2025-06-22 19:55:37,4227,CASE_004682,SYNTHETIC_PROTOTYPE
W_0004706,ACC_003133,SYN_ATM_03843,2025-06-23 06:30:30,6766,CASE_004683,SYNTHETIC_PROTOTYPE
W_0004707,ACC_015024,SYN_ATM_19791,2025-06-23 10:43:58,5850,CASE_004686,SYNTHETIC_PROTOTYPE
W_0004708,ACC_006024,SYN_ATM_07399,2025-06-23 09:32:44,2914,CASE_004689,SYNTHETIC_PROTOTYPE
W_0004709,ACC_000292,SYN_ATM_12056,2025-06-23 11:10:54,10520,CASE_004690,SYNTHETIC_PROTOTYPE
W_0004710,ACC_008361,SYN_ATM_02075,2025-06-23 08:35:32,6118,CASE_004691,SYNTHETIC_PROTOTYPE
W_0004711,ACC_001941,SYN_ATM_02041,2025-06-20 19:56:29,3235,CASE_004691,SYNTHETIC_PROTOTYPE
W_0004712,ACC_011096,SYN_ATM_09004,2025-06-23 12:01:24,5198,CASE_004692,SYNTHETIC_PROTOTYPE
W_0004713,ACC_000794,SYN_ATM_00214,2025-06-23 13:39:22,11931,CASE_004693,SYNTHETIC_PROTOTYPE
W_0004714,ACC_012523,SYN_ATM_00431,2025-06-21 05:08:48,1000,CASE_004693,SYNTHETIC_PROTOTYPE
W_0004715,ACC_019794,SYN_ATM_10653,2025-06-23 14:51:54,13783,CASE_004694,SYNTHETIC_PROTOTYPE
W_0004716,ACC_005632,SYN_ATM_06038,2025-06-23 15:31:33,19111,CASE_004695,SYNTHETIC_PROTOTYPE
W_0004717,ACC_009719,SYN_ATM_06625,2025-06-23 12:37:03,10973,CASE_004697,SYNTHETIC_PROTOTYPE
W_0004718,ACC_008439,SYN_ATM_12765,2025-06-23 15:12:31,12012,CASE_004698,SYNTHETIC_PROTOTYPE
W_0004719,ACC_012745,SYN_ATM_14972,2025-06-23 15:18:58,8736,CASE_004699,SYNTHETIC_PROTOTYPE
W_0004720,ACC_000429,SYN_ATM_16215,2025-06-23 14:55:59,3576,CASE_004701,SYNTHETIC_PROTOTYPE
W_0004721,ACC_011182,SYN_ATM_16202,2025-06-23 20:02:21,4378,CASE_004702,SYNTHETIC_PROTOTYPE
W_0004722,ACC_019007,SYN_ATM_12744,2025-06-23 19:08:52,11421,CASE_004704,SYNTHETIC_PROTOTYPE
W_0004723,ACC_002069,SYN_ATM_18165,2025-06-23 19:07:03,18483,CASE_004708,SYNTHETIC_PROTOTYPE
W_0004724,ACC_009153,SYN_ATM_11216,2025-06-24 02:29:20,25442,CASE_004709,SYNTHETIC_PROTOTYPE
W_0004725,ACC_018835,SYN_ATM_07206,2025-06-23 21:01:10,2608,CASE_004710,SYNTHETIC_PROTOTYPE
W_0004726,ACC_003503,SYN_ATM_06858,2025-06-20 20:51:29,1310,CASE_004710,SYNTHETIC_PROTOTYPE
W_0004727,ACC_019494,SYN_ATM_06933,2025-06-22 16:20:00,1000,CASE_004710,SYNTHETIC_PROTOTYPE
W_0004728,ACC_011009,SYN_ATM_18119,2025-06-24 05:46:53,8272,CASE_004712,SYNTHETIC_PROTOTYPE
W_0004729,ACC_001567,SYN_ATM_17921,2025-06-21 09:16:56,2847,CASE_004712,SYNTHETIC_PROTOTYPE
W_0004730,ACC_010149,SYN_ATM_02694,2025-06-24 05:41:08,6603,CASE_004715,SYNTHETIC_PROTOTYPE
W_0004731,ACC_008029,SYN_ATM_00682,2025-06-24 01:15:00,3674,CASE_004717,SYNTHETIC_PROTOTYPE
W_0004733,ACC_016136,SYN_ATM_00756,2025-06-23 07:27:37,1000,CASE_004717,SYNTHETIC_PROTOTYPE
W_0004732,ACC_000886,SYN_ATM_00635,2025-06-23 23:02:09,2031,CASE_004717,SYNTHETIC_PROTOTYPE
W_0004734,ACC_003604,SYN_ATM_11738,2025-06-24 01:50:54,12263,CASE_004718,SYNTHETIC_PROTOTYPE
W_0004735,ACC_003114,SYN_ATM_13140,2025-06-24 05:44:07,20076,CASE_004719,SYNTHETIC_PROTOTYPE
W_0004736,ACC_000385,SYN_ATM_18743,2025-06-24 03:33:47,21825,CASE_004720,SYNTHETIC_PROTOTYPE
W_0004737,ACC_008922,SYN_ATM_14308,2025-06-24 07:03:57,25861,CASE_004721,SYNTHETIC_PROTOTYPE
W_0004738,ACC_015128,SYN_ATM_14426,2025-06-22 17:13:32,2651,CASE_004721,SYNTHETIC_PROTOTYPE
W_0004739,ACC_012041,SYN_ATM_14466,2025-06-24 09:47:15,2808,CASE_004722,SYNTHETIC_PROTOTYPE
W_0004740,ACC_002480,SYN_ATM_16649,2025-06-24 11:53:52,101116,CASE_004724,SYNTHETIC_PROTOTYPE
W_0004741,ACC_000573,SYN_ATM_09300,2025-06-24 13:27:55,9426,CASE_004725,SYNTHETIC_PROTOTYPE
W_0004742,ACC_019511,SYN_ATM_13810,2025-06-24 14:56:32,6205,CASE_004726,SYNTHETIC_PROTOTYPE
W_0004743,ACC_014366,SYN_ATM_10570,2025-06-24 08:47:56,7520,CASE_004729,SYNTHETIC_PROTOTYPE
W_0004744,ACC_019292,SYN_ATM_04260,2025-06-24 15:29:57,6239,CASE_004730,SYNTHETIC_PROTOTYPE
W_0004745,ACC_017228,SYN_ATM_17638,2025-06-24 16:22:28,23150,CASE_004733,SYNTHETIC_PROTOTYPE
W_0004746,ACC_001206,SYN_ATM_17681,2025-06-23 22:39:11,4654,CASE_004733,SYNTHETIC_PROTOTYPE
W_0004747,ACC_010492,SYN_ATM_15042,2025-06-24 11:44:33,4299,CASE_004735,SYNTHETIC_PROTOTYPE
W_0004748,ACC_013990,SYN_ATM_19235,2025-06-24 17:35:00,10202,CASE_004736,SYNTHETIC_PROTOTYPE
W_0004749,ACC_017924,SYN_ATM_03984,2025-06-24 13:38:40,16473,CASE_004739,SYNTHETIC_PROTOTYPE
W_0004750,ACC_010419,SYN_ATM_04931,2025-06-24 19:25:15,20718,CASE_004740,SYNTHETIC_PROTOTYPE
W_0004751,ACC_008371,SYN_ATM_17641,2025-06-24 20:57:08,18289,CASE_004741,SYNTHETIC_PROTOTYPE
W_0004752,ACC_007413,SYN_ATM_10683,2025-06-24 22:04:07,6873,CASE_004742,SYNTHETIC_PROTOTYPE
W_0004753,ACC_014410,SYN_ATM_01296,2025-06-24 19:07:19,31415,CASE_004743,SYNTHETIC_PROTOTYPE
W_0004755,ACC_009448,SYN_ATM_01640,2025-06-21 15:11:27,1004,CASE_004743,SYNTHETIC_PROTOTYPE
W_0004754,ACC_019469,SYN_ATM_01348,2025-06-24 02:44:25,1041,CASE_004743,SYNTHETIC_PROTOTYPE
W_0004756,ACC_013675,SYN_ATM_17785,2025-06-24 21:25:50,38030,CASE_004744,SYNTHETIC_PROTOTYPE
W_0004757,ACC_018148,SYN_ATM_12105,2025-06-24 20:28:35,1905,CASE_004745,SYNTHETIC_PROTOTYPE
W_0004758,ACC_014071,SYN_ATM_17093,2025-06-25 02:34:07,2266,CASE_004746,SYNTHETIC_PROTOTYPE
W_0004759,ACC_006200,SYN_ATM_11203,2025-06-25 02:38:11,6844,CASE_004747,SYNTHETIC_PROTOTYPE
W_0004760,ACC_010898,SYN_ATM_11205,2025-06-22 09:42:36,1000,CASE_004747,SYNTHETIC_PROTOTYPE
W_0004761,ACC_005694,SYN_ATM_07874,2025-06-24 22:11:46,13923,CASE_004749,SYNTHETIC_PROTOTYPE
W_0004762,ACC_006823,SYN_ATM_19384,2025-06-25 03:00:30,21586,CASE_004750,SYNTHETIC_PROTOTYPE
W_0004763,ACC_000629,SYN_ATM_12593,2025-06-25 06:54:31,3829,CASE_004751,SYNTHETIC_PROTOTYPE
W_0004764,ACC_007416,SYN_ATM_12579,2025-06-23 20:51:47,1000,CASE_004751,SYNTHETIC_PROTOTYPE
W_0004765,ACC_001194,SYN_ATM_03141,2025-06-25 05:00:44,29860,CASE_004752,SYNTHETIC_PROTOTYPE
W_0004766,ACC_011134,SYN_ATM_09336,2025-06-25 01:17:17,23203,CASE_004753,SYNTHETIC_PROTOTYPE
W_0004767,ACC_017852,SYN_ATM_12628,2025-06-25 00:54:51,28377,CASE_004754,SYNTHETIC_PROTOTYPE
W_0004768,ACC_016243,SYN_ATM_15965,2025-06-25 03:15:35,19841,CASE_004755,SYNTHETIC_PROTOTYPE
W_0004769,ACC_004192,SYN_ATM_02780,2025-06-25 04:34:25,9944,CASE_004756,SYNTHETIC_PROTOTYPE
W_0004771,ACC_000784,SYN_ATM_02233,2025-06-24 07:47:25,1000,CASE_004756,SYNTHETIC_PROTOTYPE
W_0004770,ACC_005538,SYN_ATM_02396,2025-06-22 07:15:35,5231,CASE_004756,SYNTHETIC_PROTOTYPE
W_0004772,ACC_017219,SYN_ATM_05162,2025-06-25 03:09:21,45271,CASE_004757,SYNTHETIC_PROTOTYPE
W_0004773,ACC_009125,SYN_ATM_05512,2025-06-23 05:25:02,11782,CASE_004757,SYNTHETIC_PROTOTYPE
W_0004774,ACC_004287,SYN_ATM_08450,2025-06-25 10:06:16,12675,CASE_004758,SYNTHETIC_PROTOTYPE
W_0004775,ACC_015971,SYN_ATM_08718,2025-06-24 00:23:04,3956,CASE_004758,SYNTHETIC_PROTOTYPE
W_0004776,ACC_015483,SYN_ATM_00033,2025-06-25 08:44:00,5603,CASE_004760,SYNTHETIC_PROTOTYPE
W_0004777,ACC_010879,SYN_ATM_08280,2025-06-25 15:13:48,1539,CASE_004761,SYNTHETIC_PROTOTYPE
W_0004778,ACC_009123,SYN_ATM_08038,2025-06-22 14:54:03,1471,CASE_004761,SYNTHETIC_PROTOTYPE
W_0004779,ACC_010795,SYN_ATM_03860,2025-06-25 12:48:09,9643,CASE_004762,SYNTHETIC_PROTOTYPE
W_0004780,ACC_001401,SYN_ATM_07789,2025-06-25 13:12:50,13171,CASE_004763,SYNTHETIC_PROTOTYPE
W_0004781,ACC_006137,SYN_ATM_00212,2025-06-25 09:54:10,36893,CASE_004764,SYNTHETIC_PROTOTYPE
W_0004782,ACC_003938,SYN_ATM_00478,2025-06-24 21:40:22,2253,CASE_004764,SYNTHETIC_PROTOTYPE
W_0004783,ACC_013770,SYN_ATM_07840,2025-06-25 15:29:47,16169,CASE_004765,SYNTHETIC_PROTOTYPE
W_0004784,ACC_015560,SYN_ATM_15826,2025-06-25 15:24:10,21452,CASE_004766,SYNTHETIC_PROTOTYPE
W_0004785,ACC_004319,SYN_ATM_05899,2025-06-25 16:06:07,2181,CASE_004767,SYNTHETIC_PROTOTYPE
W_0004786,ACC_000649,SYN_ATM_07366,2025-06-25 15:04:53,5480,CASE_004768,SYNTHETIC_PROTOTYPE
W_0004787,ACC_000068,SYN_ATM_07370,2025-06-23 10:44:30,6049,CASE_004768,SYNTHETIC_PROTOTYPE
W_0004788,ACC_007499,SYN_ATM_08778,2025-06-25 19:01:00,15302,CASE_004770,SYNTHETIC_PROTOTYPE
W_0004789,ACC_005647,SYN_ATM_08388,2025-06-22 13:54:53,15417,CASE_004770,SYNTHETIC_PROTOTYPE
W_0004790,ACC_015895,SYN_ATM_08550,2025-06-23 16:02:21,3562,CASE_004770,SYNTHETIC_PROTOTYPE
W_0004791,ACC_006879,SYN_ATM_18550,2025-06-25 19:05:03,3920,CASE_004771,SYNTHETIC_PROTOTYPE
W_0004792,ACC_010248,SYN_ATM_08235,2025-06-25 22:14:06,21520,CASE_004772,SYNTHETIC_PROTOTYPE
W_0004793,ACC_017217,SYN_ATM_14212,2025-06-25 17:42:40,7060,CASE_004773,SYNTHETIC_PROTOTYPE
W_0004794,ACC_014607,SYN_ATM_07023,2025-06-25 21:33:05,17087,CASE_004776,SYNTHETIC_PROTOTYPE
W_0004795,ACC_002852,SYN_ATM_19353,2025-06-25 23:49:55,18394,CASE_004778,SYNTHETIC_PROTOTYPE
W_0004796,ACC_001324,SYN_ATM_09249,2025-06-26 03:56:59,33781,CASE_004779,SYNTHETIC_PROTOTYPE
W_0004797,ACC_016531,SYN_ATM_07397,2025-06-26 00:35:05,13554,CASE_004780,SYNTHETIC_PROTOTYPE
W_0004798,ACC_009963,SYN_ATM_05547,2025-06-25 23:42:28,36070,CASE_004781,SYNTHETIC_PROTOTYPE
W_0004799,ACC_011687,SYN_ATM_18105,2025-06-26 07:44:50,8161,CASE_004782,SYNTHETIC_PROTOTYPE
W_0004800,ACC_014742,SYN_ATM_10973,2025-06-26 08:01:07,2460,CASE_004783,SYNTHETIC_PROTOTYPE
W_0004801,ACC_013394,SYN_ATM_10912,2025-06-24 22:40:00,5052,CASE_004783,SYNTHETIC_PROTOTYPE
W_0004802,ACC_003364,SYN_ATM_18171,2025-06-26 07:56:44,11147,CASE_004784,SYNTHETIC_PROTOTYPE
W_0004803,ACC_014820,SYN_ATM_17963,2025-06-25 02:43:38,24323,CASE_004784,SYNTHETIC_PROTOTYPE
W_0004804,ACC_007052,SYN_ATM_03578,2025-06-26 06:28:20,4143,CASE_004785,SYNTHETIC_PROTOTYPE
W_0004805,ACC_019110,SYN_ATM_08652,2025-06-26 05:51:55,17666,CASE_004786,SYNTHETIC_PROTOTYPE
W_0004806,ACC_012100,SYN_ATM_19799,2025-06-26 11:16:23,10326,CASE_004788,SYNTHETIC_PROTOTYPE
W_0004807,ACC_000729,SYN_ATM_00693,2025-06-26 08:56:18,38561,CASE_004789,SYNTHETIC_PROTOTYPE
W_0004809,ACC_015038,SYN_ATM_00864,2025-06-23 23:20:05,17924,CASE_004789,SYNTHETIC_PROTOTYPE
W_0004808,ACC_000056,SYN_ATM_01076,2025-06-24 15:57:31,68018,CASE_004789,SYNTHETIC_PROTOTYPE
W_0004810,ACC_012838,SYN_ATM_02036,2025-06-26 10:57:09,6777,CASE_004790,SYNTHETIC_PROTOTYPE
W_0004811,ACC_016034,SYN_ATM_01969,2025-06-23 20:12:20,1565,CASE_004790,SYNTHETIC_PROTOTYPE
W_0004812,ACC_002963,SYN_ATM_08060,2025-06-26 12:44:38,16017,CASE_004791,SYNTHETIC_PROTOTYPE
W_0004813,ACC_004284,SYN_ATM_05610,2025-06-26 14:53:55,5690,CASE_004792,SYNTHETIC_PROTOTYPE
W_0004814,ACC_000510,SYN_ATM_14466,2025-06-26 13:56:46,33440,CASE_004793,SYNTHETIC_PROTOTYPE
W_0004815,ACC_014885,SYN_ATM_04414,2025-06-26 13:16:06,7159,CASE_004794,SYNTHETIC_PROTOTYPE
W_0004816,ACC_017793,SYN_ATM_04039,2025-06-25 03:54:37,1447,CASE_004794,SYNTHETIC_PROTOTYPE
W_0004817,ACC_000472,SYN_ATM_12851,2025-06-26 20:03:27,4610,CASE_004795,SYNTHETIC_PROTOTYPE
W_0004818,ACC_016474,SYN_ATM_01769,2025-06-26 13:31:00,20899,CASE_004796,SYNTHETIC_PROTOTYPE
W_0004819,ACC_009035,SYN_ATM_01889,2025-06-25 11:31:59,13522,CASE_004796,SYNTHETIC_PROTOTYPE
W_0004820,ACC_005457,SYN_ATM_12977,2025-06-26 15:35:48,16495,CASE_004797,SYNTHETIC_PROTOTYPE
W_0004821,ACC_008742,SYN_ATM_12976,2025-06-23 13:35:41,2031,CASE_004797,SYNTHETIC_PROTOTYPE
W_0004822,ACC_003330,SYN_ATM_18886,2025-06-26 15:34:59,16314,CASE_004798,SYNTHETIC_PROTOTYPE
W_0004823,ACC_002124,SYN_ATM_18616,2025-06-25 20:12:02,2071,CASE_004798,SYNTHETIC_PROTOTYPE
W_0004824,ACC_012434,SYN_ATM_11602,2025-06-26 17:07:58,15840,CASE_004799,SYNTHETIC_PROTOTYPE
W_0004825,ACC_015424,SYN_ATM_11130,2025-06-23 17:13:12,22452,CASE_004799,SYNTHETIC_PROTOTYPE
W_0004826,ACC_000801,SYN_ATM_11469,2025-06-24 22:56:07,2159,CASE_004799,SYNTHETIC_PROTOTYPE
W_0004827,ACC_019310,SYN_ATM_09015,2025-06-26 15:23:52,20789,CASE_004800,SYNTHETIC_PROTOTYPE
W_0004828,ACC_003056,SYN_ATM_14654,2025-06-27 00:52:17,4605,CASE_004802,SYNTHETIC_PROTOTYPE
W_0004829,ACC_006004,SYN_ATM_14967,2025-06-26 12:53:52,2192,CASE_004802,SYNTHETIC_PROTOTYPE
W_0004830,ACC_000569,SYN_ATM_15903,2025-06-27 02:38:08,15269,CASE_004803,SYNTHETIC_PROTOTYPE
W_0004831,ACC_007158,SYN_ATM_14092,2025-06-27 02:39:52,19390,CASE_004804,SYNTHETIC_PROTOTYPE
W_0004832,ACC_018319,SYN_ATM_10323,2025-06-26 22:50:59,8082,CASE_004805,SYNTHETIC_PROTOTYPE
W_0004833,ACC_008601,SYN_ATM_19190,2025-06-27 00:23:51,1253,CASE_004807,SYNTHETIC_PROTOTYPE
W_0004834,ACC_002072,SYN_ATM_00044,2025-06-27 13:12:52,9023,CASE_004810,SYNTHETIC_PROTOTYPE
W_0004835,ACC_001361,SYN_ATM_05493,2025-06-27 13:25:00,68418,CASE_004811,SYNTHETIC_PROTOTYPE
W_0004836,ACC_016359,SYN_ATM_18255,2025-06-27 14:02:30,15974,CASE_004813,SYNTHETIC_PROTOTYPE
W_0004837,ACC_017944,SYN_ATM_11513,2025-06-27 16:21:09,15090,CASE_004814,SYNTHETIC_PROTOTYPE
W_0004838,ACC_013798,SYN_ATM_11295,2025-06-26 15:15:00,17543,CASE_004814,SYNTHETIC_PROTOTYPE
W_0004839,ACC_014109,SYN_ATM_18604,2025-06-27 16:10:04,16472,CASE_004815,SYNTHETIC_PROTOTYPE
W_0004840,ACC_019927,SYN_ATM_04297,2025-06-27 18:49:09,15550,CASE_004817,SYNTHETIC_PROTOTYPE
W_0004841,ACC_011350,SYN_ATM_04034,2025-06-27 04:09:01,2113,CASE_004817,SYNTHETIC_PROTOTYPE
W_0004842,ACC_008912,SYN_ATM_19244,2025-06-27 23:00:51,14291,CASE_004818,SYNTHETIC_PROTOTYPE
W_0004843,ACC_004987,SYN_ATM_19615,2025-06-27 23:48:50,26776,CASE_004819,SYNTHETIC_PROTOTYPE
W_0004844,ACC_013792,SYN_ATM_18800,2025-06-27 18:37:35,12341,CASE_004820,SYNTHETIC_PROTOTYPE
W_0004845,ACC_007217,SYN_ATM_18785,2025-06-26 06:46:22,8176,CASE_004820,SYNTHETIC_PROTOTYPE
W_0004846,ACC_012242,SYN_ATM_11825,2025-06-27 23:20:14,2506,CASE_004821,SYNTHETIC_PROTOTYPE
W_0004847,ACC_016735,SYN_ATM_12069,2025-06-26 07:54:59,3032,CASE_004821,SYNTHETIC_PROTOTYPE
W_0004848,ACC_017847,SYN_ATM_12184,2025-06-24 18:20:37,1000,CASE_004821,SYNTHETIC_PROTOTYPE
W_0004849,ACC_001326,SYN_ATM_03920,2025-06-27 21:59:42,6823,CASE_004822,SYNTHETIC_PROTOTYPE
W_0004850,ACC_000715,SYN_ATM_05031,2025-06-28 06:59:13,1000,CASE_004826,SYNTHETIC_PROTOTYPE
W_0004851,ACC_015725,SYN_ATM_08141,2025-06-28 06:20:04,9629,CASE_004827,SYNTHETIC_PROTOTYPE
W_0004852,ACC_016767,SYN_ATM_02837,2025-06-28 08:04:13,87949,CASE_004828,SYNTHETIC_PROTOTYPE
W_0004853,ACC_013601,SYN_ATM_18005,2025-06-28 08:52:59,104307,CASE_004830,SYNTHETIC_PROTOTYPE
W_0004854,ACC_012774,SYN_ATM_06713,2025-06-28 11:25:03,11007,CASE_004831,SYNTHETIC_PROTOTYPE
W_0004856,ACC_019653,SYN_ATM_06819,2025-06-25 04:54:08,1394,CASE_004831,SYNTHETIC_PROTOTYPE
W_0004855,ACC_006519,SYN_ATM_06681,2025-06-25 16:08:16,2882,CASE_004831,SYNTHETIC_PROTOTYPE
W_0004857,ACC_016722,SYN_ATM_03362,2025-06-28 11:30:48,15847,CASE_004833,SYNTHETIC_PROTOTYPE
W_0004858,ACC_004504,SYN_ATM_11558,2025-06-28 11:11:18,5221,CASE_004834,SYNTHETIC_PROTOTYPE
W_0004859,ACC_014337,SYN_ATM_11269,2025-06-27 09:03:54,3416,CASE_004834,SYNTHETIC_PROTOTYPE
W_0004860,ACC_001131,SYN_ATM_04820,2025-06-28 08:20:15,19235,CASE_004835,SYNTHETIC_PROTOTYPE
W_0004861,ACC_014871,SYN_ATM_03923,2025-06-28 14:15:31,5873,CASE_004836,SYNTHETIC_PROTOTYPE
W_0004862,ACC_016453,SYN_ATM_01215,2025-06-28 13:09:56,9106,CASE_004839,SYNTHETIC_PROTOTYPE
W_0004863,ACC_019245,SYN_ATM_02308,2025-06-28 16:23:39,38840,CASE_004840,SYNTHETIC_PROTOTYPE
W_0004864,ACC_000215,SYN_ATM_02616,2025-06-28 01:00:51,6561,CASE_004840,SYNTHETIC_PROTOTYPE
W_0004865,ACC_018693,SYN_ATM_16136,2025-06-28 14:25:59,2880,CASE_004841,SYNTHETIC_PROTOTYPE
W_0004866,ACC_002498,SYN_ATM_16578,2025-06-27 01:50:52,3796,CASE_004841,SYNTHETIC_PROTOTYPE
W_0004867,ACC_007241,SYN_ATM_09692,2025-06-28 16:25:04,12847,CASE_004842,SYNTHETIC_PROTOTYPE
W_0004868,ACC_000467,SYN_ATM_18255,2025-06-28 19:19:00,34122,CASE_004843,SYNTHETIC_PROTOTYPE
W_0004869,ACC_012839,SYN_ATM_15590,2025-06-28 17:00:15,3515,CASE_004844,SYNTHETIC_PROTOTYPE
